Dấu thời gian,Bạn thuộc nhóm độ tuổi nào sau đây?,Giới tính của bạn là gì?,Hiện bạn đang sinh sống làm việc/học tập tại khu vực nào?,Bạn thường nghe dòng nhạc gì?,Bạn đã biết gì về công ty SpaceSpeakers?,Bạn từng xem/nghe và cảm thấy ấn tượng nhất với sản phẩm nào do công ty SpaceSpeakers phát hành? Vì sao?,Bạn biết đến SSLabel qua phương tiện nào?,"Ngoài những sản phẩm âm nhạc, bạn còn biết đến những sản phẩm nào khác của SpaceSpeakers?",Bạn đã từng biết đến hoặc tham gia sự kiện/chương trình nào có sự góp mặt của SpaceSpeaker?,Bạn quan tâm đến nghệ sĩ nào đang trực thuộc SSLabel?,"Là một người hâm mộ, bạn có theo dõi và mong chờ những sản phẩm tiếp theo của nghệ sĩ đó không?","Nếu có, bạn mong chờ sản phẩm đó như thế nào? (Ví dụ: thể loại nhạc, nội dung MV, phong cách mới, v.v... )",Bạn đã từng trải nghiệm các loại hình xuất bản âm nhạc dưới dạng vật lý nào?,"Theo sở thích cá nhân, bạn sẽ lựa chọn định dạng xuất bản nào?",Vì sao bạn lựa chọn định dạng đó?,"Nếu nghệ sĩ mà bạn thần tượng xuất bản album mới theo các định dạng vật lý, bạn có sẵn sàng mua không?",Yếu tố ảnh hưởng: [chất lượng âm thanh] ,Yếu tố ảnh hưởng: [Giá trị sưu tầm],yếu tố ảnh hưởng: [Ủng hộ nghệ sĩ yêu thích],"Yếu tố ảnh hưởng: [Thiết kế, hình thức sản phẩm]","Bạn cảm thấy thế nào nếu SpaceSpeakers phát hành thêm album dưới dạng đĩa than, đĩa CD hoặc băng cassette?","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Có chữ ký của nghệ sĩ]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Có quà tặng kèm( poster, stickers, photobook,etc.)]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Thiết kế bìa đẹp, độc đáo, bắt mắt]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Giá thành rẻ, dễ tiếp cận]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Mã QR đi kèm video hậu trường/ behind the scenes]","Nếu SpaceSpeakers xuất bản album vật lý bản giới hạn, bạn nghĩ số lượng bao nhiêu sẽ tạo cảm giác ""đáng sưu tầm""?",Bạn sẵn lòng bỏ ra bao nhiêu tiền cho một sản phẩm?
26/05/2025 19:40:16,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B","Soobin hoàng sơn, slim v, binz, hoàng touliver,…",,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, JustaTee",Có,MV cả nhóm,Đĩa CD,Đĩa CD,Sử dụng nghe được dễ hơn loại còn lại,Chưa chắc chắn,3,3,3,3,Không cần thiết - nghe online là đủ,4,4,4,4,4,500 đến 1000 bản,500k đến 1 triệu
26/05/2025 20:06:22,Dưới 18 tuổi,Nữ,Miền Bắc,Pop,^^,^^,Quảng cáo,Content trên các nền tảng số,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,^^,Đĩa than( vinyl),Đĩa CD,^^,Chưa chắc chắn,2,2,2,2,Khá tò mò - sẽ cân nhắc,2,2,2,2,2,100 đến 500 bản,500k đến 1 triệu
27/05/2025 8:12:59,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Vinhouse,Công ty âm nhạc có anh Soobin ,"Sản phẩm ME YEU. Ấn tượng do chất lượng âm thanh, ý nghĩa bài hát","Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số",Các concert và event,Chưa từng,"Soobin Hoàng Sơn, Touliver, SlimV, JustaTee",Có,Nhạc Vinahouse bốc bốc cháy cháy,Đĩa CD,Đĩa than,Chất lượng âm thanh,Rất sẵn lòng,3,2,2,2,Khá tò mò - sẽ cân nhắc,2,2,4,4,1,100 đến 500 bản,1 triệu đến 2 triệu
27/05/2025 8:18:09,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",Công ty âm nhạc giải trí,The player,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, TINLE, JustaTee",Có,"Âm nhạc mới lạ
",Đĩa CD,Đĩa CD,Dễ tiếp cận,Có thể mua thử,1,1,1,2,Không cần thiết - nghe online là đủ,1,2,1,1,1,100 đến 500 bản,500k đến 1 triệu
27/05/2025 8:23:17,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, Ballad",Chưa biết,,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,Thể loại nhạc,Đĩa CD,Đĩa than,Sở thích cá nhân,Có thể mua thử,2,2,2,2,Khá tò mò - sẽ cân nhắc,5,5,5,5,5,Dưới 100 bản,1 triệu đến 2 triệu
27/05/2025 8:53:34,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Hip- hop,"Quản lý ca sỹ, sản xuất sự kiện",,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,Kết hợp thể loại nhạc la tinh ,Đĩa CD,Đĩa CD,tôi thích những thứ đơn giản,Rất sẵn lòng,3,3,3,3,Rất thú vị - sẽ mua ngay,4,4,4,4,4,100 đến 500 bản,1 triệu đến 2 triệu
27/05/2025 8:56:05,Dưới 18 tuổi,Nữ,Miền Bắc,Hip- hop,công ty âm nhạc,"""The Playah"" giai điệu cũng như lời nhạc bắt tai","Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số",Content trên các nền tảng số,Rap Việt,"Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,thể loại nhạc mới?,Đĩa CD,Đĩa CD,thuận tiện dễ mang theo ,Có thể mua thử,3,2,3,3,Khá tò mò - sẽ cân nhắc,4,5,5,5,3,100 đến 500 bản,1 triệu đến 2 triệu
27/05/2025 9:13:01,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Hip- hop,sap biet nen moi tham gia de tim hieu,ai ma biet duoc vi cam thay hay,"Mạng xã hội( facebook, instagram, twitter,... )","Merchandise( quần áo, phụ kiện, etc.)",Rap Việt,Binz,Có,phong cach moi,Đĩa CD,Băng cassette, cam thay rat tien nghi,Rất sẵn lòng,2,2,2,2,Rất thú vị - sẽ mua ngay,5,5,5,5,5,100 đến 500 bản,1 triệu đến 2 triệu
27/05/2025 9:17:55,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Pop,Công ty những người nổi tiếng ,Có và rất hay,Qua các sản phẩm trên các nền tảng giải trí số,Content trên các nền tảng số,"Anh trai vượt ngàn chông gai, Rap Việt",Binz,Không,MV,"Đĩa than( vinyl), Đĩa CD, Băng cassette",Đĩa than,Rất vintage,Có thể mua thử,1,3,2,1,Khá tò mò - sẽ cân nhắc,3,3,3,3,3,Dưới 100 bản,500k đến 1 triệu
27/05/2025 9:19:31,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, R&B","Gồm nhiều nghệ sĩ có tiếng: Soobin, Binz, Rhymastic",,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,chưa,"Soobin Hoàng Sơn, Rhymastic, Binz, JustaTee",Có,MV,Chưa,Đĩa CD,Tiện lợi,Không mua,1,1,2,1,Lạc hậu - không còn phù hợp,4,3,3,4,3,Dưới 100 bản,Dưới 500k
27/05/2025 9:19:43,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop",âm nhạc,ai mà bt được có tlinh,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,hợp tai người nghe,Đĩa CD,Đĩa CD,dễ,Rất sẵn lòng,1,2,3,3,Khá tò mò - sẽ cân nhắc,4,4,4,3,4,500 đến 1000 bản,500k đến 1 triệu
27/05/2025 10:02:31,Dưới 18 tuổi,Nam,Miền Bắc,R&B,Chưa biết nhiều,,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,Phong cách,Băng cassette,Đĩa than,Thích,Có thể mua thử,1,3,2,1,Khá tò mò - sẽ cân nhắc,1,4,2,3,1,100 đến 500 bản,500k đến 1 triệu
27/05/2025 10:21:24,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Pop, Ballad",công ty của anh Hoàng tua li vơ,Playah vì có anh Su binz,Qua các sản phẩm trên các nền tảng giải trí số,Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Rhymastic, Binz, JustaTee",Có,rất monh chờ mv của anh si bun,Đĩa CD,Băng cassette,vì mình thấy thú vị,Có thể mua thử,1,1,1,1,Khá tò mò - sẽ cân nhắc,5,5,5,5,5,100 đến 500 bản,500k đến 1 triệu
27/05/2025 14:31:21,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Ballad,"cty có thành viên là sobin
",chưa nghe bao h ,qua bạn nói,Các concert và event,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,nhạc chill ,"Đĩa CD, Băng cassette",Đĩa CD,dễ mua ,Có thể mua thử,1,2,1,1,Không cần thiết - nghe online là đủ,2,2,2,2,2,Dưới 100 bản,dưới 200k
27/05/2025 14:37:18,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Ballad,Công ty sản xuất âm nhạc,"Tháng năm, k có lí do","Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, JustaTee",Có,Nhạc mới,Đĩa than( vinyl),Đĩa than,Sở thích,Có thể mua thử,2,1,1,3,Khá tò mò - sẽ cân nhắc,4,4,2,3,4,Dưới 100 bản,500k đến 1 triệu
27/05/2025 17:43:39,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, R&B",biết  rất nhiều,Everyday - tại hay,Qua các sản phẩm trên các nền tảng giải trí số,"Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác","Anh trai vượt ngàn chông gai, 5AM Music Event, ALL-ROUNDER, Rap Việt","Touliver, JustaTee, kimmese",Có,hay,Đĩa CD,Đĩa than,vì nó ngầu,Rất sẵn lòng,3,3,2,3,Rất thú vị - sẽ mua ngay,2,2,4,3,4,100 đến 500 bản,500k đến 1 triệu
27/05/2025 22:03:44,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad",Công ty âm nhạc ,Người Việt ,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, ALL-ROUNDER, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,.,Đĩa CD,Băng cassette,.,Rất sẵn lòng,1,1,1,1,Rất thú vị - sẽ mua ngay,4,4,4,4,4,100 đến 500 bản,1 triệu đến 2 triệu
29/05/2025 9:35:43,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Ballad,Rồi,Tui kh nhớ,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,"Anh trai vượt ngàn chông gai, Rap Việt",JustaTee,Có,Nội dung MV,Đĩa CD,Đĩa CD,"Mình thấy nhỏ gọn, dễ đem theo, khó bị hỏng",Rất sẵn lòng,1,2,2,1,Khá tò mò - sẽ cân nhắc,3,4,4,4,3,Dưới 100 bản,500k đến 1 triệu
29/05/2025 9:36:23,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Pop,Không,,Quảng cáo,Content trên các nền tảng số,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Không,Phong cách,Đĩa CD,Đĩa CD,Hoài niệm,Chưa chắc chắn,2,3,2,3,Khá tò mò - sẽ cân nhắc,3,2,3,2,3,Dưới 100 bản,500k đến 1 triệu
29/05/2025 9:36:42,Trên 30 tuổi,Nam,Miền Trung,"Hip- hop, Pop",r,blackjack,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,"Anh trai vượt ngàn chông gai, ALL-ROUNDER, Rap Việt","Soobin Hoàng Sơn, Rhymastic, Binz, JustaTee",Có,mv,ytb,Băng cassette,thich,Chưa chắc chắn,3,3,3,3,Khá tò mò - sẽ cân nhắc,4,4,4,4,4,100 đến 500 bản,500k đến 1 triệu
29/05/2025 9:37:32,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Pop,Soobin,Playah,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Rap Việt,Soobin Hoàng Sơn,Có,Pob,"Đĩa than( vinyl), Đĩa CD",Đĩa than,Basic ,Rất sẵn lòng,2,3,2,2,Khá tò mò - sẽ cân nhắc,3,3,2,2,1,Dưới 100 bản,500k đến 1 triệu
29/05/2025 9:38:02,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, Ballad, R&B",rhymastic,Nến và hoa,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo","Merchandise( quần áo, phụ kiện, etc.), Các sản phẩm hợp tác với các brand khác","Anh trai vượt ngàn chông gai, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,R&B,"Đĩa CD, Băng cassette",Đĩa CD,…,Rất sẵn lòng,1,2,1,1,Khá tò mò - sẽ cân nhắc,3,4,5,3,1,100 đến 500 bản,1 triệu đến 2 triệu
29/05/2025 9:39:15,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Pop,Công ty chuyên phát hành và sản xuất âm nhạc,,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Content trên các nền tảng số",Anh trai vượt ngàn chông gai,"Soobin Hoàng Sơn, Binz, JustaTee",Có,thể loại nhạc,Đĩa CD,Đĩa than,Sở thích cá nhân,Rất sẵn lòng,3,2,2,2,Khá tò mò - sẽ cân nhắc,2,3,5,5,4,100 đến 500 bản,500k đến 1 triệu
29/05/2025 9:40:41,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Pop,"SpaceSpeakers là một tập thể nghệ sĩ và công ty giải trí hàng đầu tại Việt Nam, nổi bật trong lĩnh vực nhạc Rap/Hip-hop, R&B và nhạc điện tử. Được thành lập vào ngày 30/10/2011 bởi DJ/producer Hoàng Touliver, nhóm ban đầu là một cộng đồng underground gồm các ca sĩ, rapper và nhà sản xuất âm nhạc đam mê sáng tạo ","Phong cách âm nhạc hiện đại, bắt tai Ca khúc kết hợp chất trap/hip-hop hiện đại với beat nhấn mạnh phong cách đặc trưng của Touliver, mang lại cảm giác vừa “ngầu” vừa thời thượng.","Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"5AM Music Event, ALL-ROUNDER, SOHO FEST",Soobin Hoàng Sơn,Có,hay,Đĩa CD,Băng cassette,thích,Rất sẵn lòng,2,1,2,1,Khá tò mò - sẽ cân nhắc,3,4,3,4,3,100 đến 500 bản,1 triệu đến 2 triệu
29/05/2025 9:40:47,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B","Biết Soobin, Ryhmastic, Cường Seven, Touliver",Album của Soobin Hoàng Sơn Bật Nó Lên. Lý do: hay,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số",Các concert và event,"Anh trai vượt ngàn chông gai, ALL-ROUNDER, Rap Việt","Soobin Hoàng Sơn, Rhymastic, Binz, SlimV",Có,Mong chờ phát hành những sản phẩm mới và thú vị hơn.,Chưa từng trải nghiệm,Đĩa than,Vì nó chưa quá phổ biến ở Việt Nam,Có thể mua thử,2,1,1,1,Khá tò mò - sẽ cân nhắc,2,5,5,3,3,Dưới 100 bản,500k đến 1 triệu
29/05/2025 9:40:53,Dưới 18 tuổi,Nam,Miền Bắc,Hip- hop,không,không bt,Quảng cáo,Các concert và event,Anh trai vượt ngàn chông gai,JustaTee,Có,có,Đĩa than( vinyl),Đĩa than,thích,Rất sẵn lòng,3,3,3,3,Khá tò mò - sẽ cân nhắc,4,3,3,3,3,Dưới 100 bản,500k đến 1 triệu
29/05/2025 9:42:21,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Pop,Bin zét,Big cityboi,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số",Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,Helo,"Đĩa than( vinyl), Đĩa CD, Băng cassette",Đĩa CD,Helo,Rất sẵn lòng,3,3,3,3,Rất thú vị - sẽ mua ngay,4,4,4,4,4,500 đến 1000 bản,Trên 2 triệu
29/05/2025 9:42:53,Dưới 18 tuổi,Nam,Miền Bắc,Pop,K,K,Qua các sản phẩm trên các nền tảng giải trí số,Các sản phẩm hợp tác với các brand khác,School Fest 2023,Binz,Có,K,Đĩa than( vinyl),Đĩa than,K,Rất sẵn lòng,3,3,3,3,Không cần thiết - nghe online là đủ,4,4,4,4,4,500 đến 1000 bản,1 triệu đến 2 triệu
29/05/2025 9:44:26,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Tất cả,Chi biết là cty của vnam,Trên tầng lầu,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Rap Việt,Rhymastic,Có,Nhạc mới để thưởng thức,Băng cassette,Đĩa than,Mang hướng hoài niệm,Có thể mua thử,1,2,2,1,Khá tò mò - sẽ cân nhắc,1,2,2,2,3,100 đến 500 bản,1 triệu đến 2 triệu
29/05/2025 9:45:28,Dưới 18 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop",biết rất nhiều,tất cả,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, TINLE, JustaTee, ",Có,hsksnsh,Đĩa than( vinyl),Băng cassette,nsjsjej,Rất sẵn lòng,3,3,3,3,Rất thú vị - sẽ mua ngay,5,5,5,5,5,100 đến 500 bản,Trên 2 triệu
29/05/2025 9:46:29,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop",Binz,Ko biết cái nào,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Anh trai vượt ngàn chông gai,"Soobin Hoàng Sơn, Binz",Có,Nhạc,Đĩa CD,Đĩa CD,Nhà có máy CD,Chưa chắc chắn,1,3,1,2,Lạc hậu - không còn phù hợp,5,5,5,5,5,100 đến 500 bản,500k đến 1 triệu
29/05/2025 9:53:47,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Ballad, R&B","SpaceSpeakers là một cộng đồng âm nhạc và công ty giải trí hàng đầu tại Việt Nam, nổi bật trong lĩnh vực hip-hop, R&B và nhạc điện tử.","ca khúc “Bigcityboi” của Binz kết hợp với Touliver, ra mắt năm 2020 vì MV được đầu tư kỹ lưỡng từ hình ảnh, ánh sáng đến màu sắc – thể hiện phong cách sống thành thị, sang chảnh, thời thượng, tạo dựng nên hình ảnh “Bigcityboy”","Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Rhymastic, Binz, JustaTee",Có,Thể loại âm nhạc: Sự pha trộn giữa hip-hop và world music,"Đĩa CD, Băng cassette",Băng cassette,"Khác với kiểu nghe nhạc “lướt qua” trên Spotify hay YouTube, cassette buộc người nghe phải nghe từ đầu đến cuối, không thể tua nhanh, tạo cảm giác gắn kết và trân trọng hơn với âm nhạc.",Có thể mua thử,2,3,3,3,Khá tò mò - sẽ cân nhắc,5,5,4,5,5,100 đến 500 bản,500k đến 1 triệu
29/05/2025 10:05:31,Từ 18 đến 30 tuổi,Nam,Miền Bắc,reggeaton,biết qua qua,binz- bigcityboi,"Mạng xã hội( facebook, instagram, twitter,... )",không biết,"Anh trai vượt ngàn chông gai, Rap Việt",không ai ngoài bad bunny,Không,reggeaton trap collab với bad bunny,chưa,Băng cassette,hoài niệm,Rất sẵn lòng,1,1,3,1,Lạc hậu - không còn phù hợp,1,1,1,1,1,0,1 tỷ nếu có bad bunny
29/05/2025 10:08:24,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Pop, Ballad, R&B",Đây là công ty âm nhạc ,Rồi. Tôi rất thích Soobin và Rhymastic,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, KOSMIK, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, JustaTee",Có,Tất cả!,"Đĩa CD, Băng cassette",Băng cassette,Vì trẻ con thích chơi đồ cổ mà tôi là trẻ con,Chưa chắc chắn,3,3,3,3,Khá tò mò - sẽ cân nhắc,5,2,3,5,4,100 đến 500 bản,500k đến 1 triệu
29/05/2025 10:09:35,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Ballad,BinZ,Hit Me Up,"Mạng xã hội( facebook, instagram, twitter,... )","Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số",Anh trai vượt ngàn chông gai,"Soobin Hoàng Sơn, Binz",Có,Phong cách mới,Đĩa CD,Đĩa CD,Tôi thích nghe qua băng đĩa ,Rất sẵn lòng,3,2,2,2,Khá tò mò - sẽ cân nhắc,3,2,3,3,1,Dưới 100 bản,Trên 2 triệu
29/05/2025 10:14:14,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Pop,None,,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Anh trai vượt ngàn chông gai,JustaTee,Có,Phong cách mới,Đĩa CD,Đĩa than,Mới mẻ,Có thể mua thử,3,3,3,3,Khá tò mò - sẽ cân nhắc,5,5,5,5,5,100 đến 500 bản,500k đến 1 triệu
29/05/2025 10:16:42,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",Nhiều KOL,,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số",Anh trai vượt ngàn chông gai,"Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, TINLE, JustaTee",Có,Phong cách mới,"Đĩa than( vinyl), Đĩa CD, Băng cassette",Đĩa than,Đẹp,Không mua,2,1,3,2,Không cần thiết - nghe online là đủ,2,2,2,2,2,Dưới 100 bản,500k đến 1 triệu
29/05/2025 10:16:55,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, Ballad, R&B","Công ty âm nhạc giải trí tại Việt Nam, đa dạng lĩnh vực Pop, V-pop, R&B, Rap, Hiphop",Bigcityboy,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác","Anh trai vượt ngàn chông gai, 5AM Music Event, ALL-ROUNDER, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,"Rap, v-pop",Đĩa CD,Đĩa CD,Dễ dùng,Rất sẵn lòng,1,2,1,1,Khá tò mò - sẽ cân nhắc,1,1,2,1,2,100 đến 500 bản,500k đến 1 triệu
29/05/2025 10:21:20,Từ 18 đến 30 tuổi,Nam,Miền Nam,"Pop, Ballad",Đây là công ty của một số ca sĩ nổi tuếng,Ấn tượng nhất với freaky squad vì có sự tham gia của nhiều ca sĩ nổi tiếng trong cùng 1 bài,"Mạng xã hội( facebook, instagram, twitter,... )","Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, TINLE, JustaTee",Có,"
Mong chờ sản phẩm với phong cách khác hoàn toàn với mọi lần",Đĩa CD,Đĩa CD,Dễ mua,Rất sẵn lòng,3,3,3,3,Khá tò mò - sẽ cân nhắc,5,5,3,5,5,500 đến 1000 bản,1 triệu đến 2 triệu
29/05/2025 10:28:19,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, Ballad",Là công ty âm nhạc ,"Các chương trình như rap việt ,…","Mạng xã hội( facebook, instagram, twitter,... )","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, JustaTee",Có,Nhạc mang phong cách hip hop,Đĩa CD,Đĩa CD,Dễ sử dụng ,Có thể mua thử,3,3,2,2,Khá tò mò - sẽ cân nhắc,3,2,3,3,2,100 đến 500 bản,1 triệu đến 2 triệu
29/05/2025 10:28:39,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad",Soobin,,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Rhymastic, Binz, SlimV, JustaTee",Có,Hay là đc,Đĩa CD,Đĩa CD,Tiện,Có thể mua thử,1,1,1,1,Không cần thiết - nghe online là đủ,5,5,4,5,4,100 đến 500 bản,500k đến 1 triệu
